# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar  1 13:35:16 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
#
pl_name,st_spectype,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag
Kepler-109 c,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 b,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1090 c,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1091 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1092 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 b,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1093 c,,,,,,
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1094 b,,16.6915000,15.3674000,14.9064000,14.7587000,14.6935000
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1095 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1096 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1097 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1098 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-1099 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 b,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 c,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 d,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 e,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 f,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-11 g,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 b,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-110 c,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1100 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1101 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1102 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1103 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1104 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1105 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1106 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1107 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1108 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-1109 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 b,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-111 c,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1110 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1111 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1112 b,,,,,,
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1113 b,,16.8197000,15.2885000,14.7170000,14.5202000,14.4315000
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1114 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1115 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1116 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1117 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1118 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-1119 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 b,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-112 c,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1120 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1121 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1122 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1123 b,,,,,,
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1124 b,,20.3615000,17.5773000,16.1314000,15.3314000,14.8898000
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1125 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 b,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1126 c,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1127 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1128 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 b,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-1129 c,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 b,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-113 c,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 b,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 c,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1130 d,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1131 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1132 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1133 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1134 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1135 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1136 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1137 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1138 b,,,,,,
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-1139 b,,16.7974000,15.0002000,14.0942000,14.0727000,13.9627000
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,M0 V,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 b,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,,,,,,
Kepler-114 c,M0 V,,,,,
Kepler-114 c,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,,,,,,
Kepler-114 d,M0 V,,,,,
Kepler-114 d,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1140 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1141 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1142 b,,,,,,
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 b,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 c,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 c,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 c,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
Kepler-1143 c,,18.0050000,15.9487000,15.1484000,14.8337000,14.6770000
